index,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
7180,Jenny I got your number. #SXSW #google,,No emotion toward brand or product
7181,"Come! &quot;@mention Google Party is at GSD&amp;M  #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!&quot;",Google,Positive emotion
7182,Panel &quot;iPad 2 vs Android vs the World&quot; #platform met @mention #sxsw #sxswNL - {link},,No emotion toward brand or product
7183,Apple &quot;Pops Up&quot; Store for SXSW Event {link} via @mention #sxsw,,No emotion toward brand or product
7184,{link} another example of the marketing beast that is #apple at #sxsw,,No emotion toward brand or product
7185,Yea!!! Another Google product that isn't available for Google Apps yet: Google Hotpot. #sxsw,Other Google product or service,Negative emotion
7186,&quot;No other reason for Apple's continued survival than the existence of God&quot; - @mention #enchantment  #SXSW #sxswi,Apple,Negative emotion
7187,Google photo booth @mention at the Six Lounge. Check IT! #sxsw {link},,Positive emotion
7188,No from hotpot RT @mention Google Places with Hotpot personalized &quot;friend&quot; recommendations are pulled from... Facebook??? #SXSW,,No emotion toward brand or product
7189,#SXSW #Hootsuite #Chilltab #Tablet Stand rocks! Canadian Social Media for #ipad at its best @mention {link},iPad,Positive emotion
7190,For all you #sxsw folks taking notes on your iPad be sure to download Dan Bricklin's app Notetaker. Really sweet.  Thanks @mention,iPad or iPhone App,Positive emotion
7191,"Helping you clean up and organize all of your news/content, @mention does a great job for you #iPad owners. #sxsw #SXSWi",iPad or iPhone App,Positive emotion
7192,how did you guys like our presentation at @mention #SXSW wanna try Filmaster on your iPhone now?,iPhone,Positive emotion
7193,Twitter you have failed me for the last time *force chokes iPhone* #sxsw,iPhone,Negative emotion
7194,Hey all you lucky ducks headed to #SXSW want to win an iPad? @mention (client) is giving one away. Details here: {link} #SXSWi,,No emotion toward brand or product
7195,"In case you missed #SxSW news coverage, we were featured in today's Fast Company:  {link}",,No emotion toward brand or product
7196,I28: If you Want Blood - You Got It {link} [codes valid: 8:00-11:59:59p 03/13/11] #infektd #sxsw #zomb,,No emotion toward brand or product
7197,"Hey, if you're at #SXSW check out my pals @mention They're crucial dudes.Just fuckin' google to see when they're playing or whatever",,No emotion toward brand or product
7198,@mention ouch. Looks like I might be able to grab one at the #SXSW temp Apple store,iPad,Positive emotion
7199,Missed #TouchingStories at #SXSW? Catch it at Web 2.0 - Touching Stories: Designing Digital Magazines for the iPad {link},,No emotion toward brand or product
7200,#bettercloud #SXSW presenter &amp; Austin native John Wiley happens to be chief engineer behind Google search,,No emotion toward brand or product
7201,#SXSW a tougher crowd than Colin Quinn RT @mention Hey Marissa Mayer Please tell us something new Not about products Google launched months ago,Google,Negative emotion
7202,"Killer thought from @mention - if you are not paying for a service, it's probably you that is being sold (ref Google, TV ads etc)#sxsw #psfk",,I can't tell
7203,Glad I brought my #Mac to #SXSW! PC clearly not cool in this environment. May walk around with #thePlatform iPad,iPad,Positive emotion
7204,If you thought people spent a lot of time staring at their iPhone last year at #sxsw ...just wait.,,No emotion toward brand or product
7205,Haven't bought your #iPad 2 yet? Going to #SXSW? Check out Apple's pop-up store. {link},,No emotion toward brand or product
7206,My life would be so much better with an iPad. #brainwashed #lines #SXSW,iPad,Positive emotion
7207,Google should do a Doodle for #SXSW.,,No emotion toward brand or product
7208,Alarms should go off if you allow users to generate content! - says Google's Richard Salgado #privacybootcamp #sxsw,,No emotion toward brand or product
7209,And it should go without saying.... google bread is going to be AMAZING!!!! #sxsw #googlebread,Google,Positive emotion
7210,Privacy Could Headline Google Circles Social Network Reveal Later Today [Social Networks] {link} #ACLU #GoogleCircles #SXSW,,No emotion toward brand or product
7211,"#Google could launch a 'major' new social network called Circles, possibly today: {link} #SXSW Remake of Wave?",,No emotion toward brand or product
7212,Google should put those engineers formerly behind real estate listings into renewing the Google Checkout project. #SXSW,Other Google product or service,I can't tell
7213,Apple announces pop-up store at #SXSW. See our take on the future of pop-up stores here: {link},,No emotion toward brand or product
7214,"Already found our song of #sxsw thanks to  @mention &quot;Iphone, blackberry, iphone, blackberry. Iphone, blackberry, iphone, blackberry!&quot;",,No emotion toward brand or product
7215,Gowalla founder started with sketches of what passport stamps would look like on the newly released iPhone #sxsw @mention,,No emotion toward brand or product
7216,"tip: if your #SXSW hashtag search is being throttled by @mention dumb 420 errors, use google eg {link} for #fsw",,No emotion toward brand or product
7217,@mention our Android &amp; iPhone app launches at #sxsw also. keep your handy lil device updated w/event info {link} #eventseekr,iPad or iPhone App,Positive emotion
7218,"Promote your film, band or app with @mention iPhone game! {link} shout me out #sxswi #sxsw #ncbshow",,No emotion toward brand or product
7219,Half an hour into #futureoftouch  first mention of ipad by our Microsoft speakers #sxsw,,No emotion toward brand or product
7220,Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link},iPad or iPhone App,Positive emotion
7221,Show me your mustache and monocle.  #google #freedrinks #sxsw #hipsters,,No emotion toward brand or product
7222,But are your phones staying charged? My crappy #iPhone would never handle #SXSW! RT @mention @mention @mention no sleep crazyfest!!!!!!,iPhone,Negative emotion
7223,@mention Our social calendar app just rolled out with some special #SXSW functionality for iPhone AND android =D {link},,Positive emotion
7224,"What??? four South Africans, who capped off a 35-hour plane trip to #SXSW with a nine-hour wait in the iPad line...{link}",iPad,Positive emotion
7225,At the #yourmom iPad design talk. #SXSW,,No emotion toward brand or product
7226,"Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw",iPad,Negative emotion
7227,"I am curious about #Google Circle, their rumored new take on the next social network. Have to stay tuned for news from #SxSW.",,No emotion toward brand or product
7228,I am jealous to see people with the iPad 2 take photos with it. #IwantaCameraonmyiPad #SXSW,iPad,Positive emotion
7229,"Checking out -- Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",,No emotion toward brand or product
7230,Checking out @mention - iPhone app for finding a car service. #sxsw,,No emotion toward brand or product
7231,Checking-out Designing for Android session at SXSW.#SXSW #UXAmandroid,,No emotion toward brand or product
7232,Checking out Google's @mention keynote at #sxsw #mkesxsw who is from Wisconsin!,,Positive emotion
7233,"checking out iPad 2 @mention the #sxsw pop-up store (@mention Apple Store, SXSW w/ 17 others) {link}",iPad,Positive emotion
7234,"Checking out iPad Design Headaches
schedule.sxsw.com/events/event_IAP5507 #SXSW #tapworthy",,No emotion toward brand or product
7235,"Checking out iPad Design Headaches (2 Tablets, Call in the Morning).
{link} #SXSW #tapworthy #fb",,Negative emotion
7236,Checking out iPad Design Headaches (author Josh Clark) #Tapworthy #SXSW,,No emotion toward brand or product
7237,"Checking out Mistakes I Made Building Netflix for the iPhone at #SXSW.
{link} #netflixiphone",,I can't tell
7238,It was about pen and ink and #miamibeach for me. But for now it's all iPhone and #sxsw for the next week.,iPhone,Positive emotion
7239,"Checking out Poked, Liked &amp; Re-Tweeted: A Google Love Story at SXSW.  #SXSW #sxsw15 #sxswiC",,No emotion toward brand or product
7240,"Checking out Q&amp;A W/ Google, Bing On Website Ranking at #SXSW.
{link} #qagb",,No emotion toward brand or product
7241,Checking out Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW #qagb,,No emotion toward brand or product
7242,Checking out Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW #qagb #raidsxsw,,No emotion toward brand or product
7243,Checking out Staying Alive: Can Indie iPhone Game Development Survive? at #SXSW #StayingAlive,,No emotion toward brand or product
7244,Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link},iPad,Positive emotion
7245,"Checking out the new Fast Society app. for iPhone ... Kinda like a group FourSquare, nice for #sxsw. Thanks to @mention for sharing!",iPad or iPhone App,Positive emotion
7246,Checking out the pop up Apple Store at #SXSW,,No emotion toward brand or product
7247,"Z4: Come Out, Come Out! {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zlf",,No emotion toward brand or product
7248,Check it out! Great &amp; v. effective enviro app by @mention : Which Bin - {link} (iPhone 3gs+) #sxsw #sxswi #greatergood,iPad or iPhone App,Positive emotion
7249,Traffic routing feature of Google Maps saves 2 years per day in terms of wasted time in traffic #SXSW,Other Google product or service,Positive emotion
7250,The line outside the #SXSW Apple pop-up store. #wasteoftimeatsxsw {link},,No emotion toward brand or product
7251,The line outside the pop-up Apple store was crazy-long. This festival gets more entertaining every day. #sxsw,Apple,Positive emotion
7252,"Another POV from #SXSW: &quot;The Future of Reading Online Is Customization &amp; Sharing, Not Tablets (Yet)&quot; | Fast Company - {link}",,No emotion toward brand or product
7253,Banks innovate or die is a great session. &quot;250k customers joined bank of america when they were 1st to release an iPhone app&quot; #sxsw,iPad or iPhone App,Positive emotion
7254,"For the love of god, I need a macbook pro charger. The apple store on congress is closed. Where in Austin can I get one? #sxsw",,No emotion toward brand or product
7255,Totally love the copia cocoon messenger iPad bag I picked up for attending the redbox/gilt group/graphic.ly sesh this morning! #sxsw,Other Apple product or service,Positive emotion
7256,I would love to meet u!! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam. showing my new iPhone game. #SXSW,,No emotion toward brand or product
7257,Let me know also RT @mention Anyone know if #SXSW Apple Store still has iPads?,,No emotion toward brand or product
7258,"Anyone know an iPhone twitter app that will search for hashtags only from those that you follow? I don't always want all #SXSW, only some.",,No emotion toward brand or product
7259,Anyone know any android devs at #sxsw? let me know - there's a startup in need of help.,,No emotion toward brand or product
7260,It only now dawned on me that the iPad 2 launch was timed to coincide with #SXSW to gain maximum #tech #hipster attention. #genius #apple,,Positive emotion
7261,Anyone know how long the line is at the  #sxsw #apple store on Congress?,,No emotion toward brand or product
7262,Anyone know if #SXSW Apple Store still has iPads?,,No emotion toward brand or product
7263,Anyone know if the #SXSW @mention store has crazy lines still today?,,No emotion toward brand or product
7264,Anyone know if the #sxsw Apple store sells MacBook batteries? #sxswi,,No emotion toward brand or product
7265,anyone know if the apple store at #sxsw still has ipads? or is likely to run out today?,,No emotion toward brand or product
7266,Anyone know if the pop-up Apple store on 6th &amp; Congress is sold out of 3G iPads yet?  #SxSw #Apple #SxSwi,,No emotion toward brand or product
7267,"curious how iPad 2 sales went in Austin, TX where a lot of potential iPad 2 buyers are attending #SXSW",,I can't tell
7268,Strange how little Japan news penetrates #SXSW bubble. Only bar TVs on CNN suggest anything more important than iPad 2 is going on. #fb,,No emotion toward brand or product
7269,Anyone know location of apple pop up store at #sxsw?,,No emotion toward brand or product
7270,Anyone know of iPhone developers that will be attending #sxsw?  Please let me know. I have someone that would like to chat with you!,,No emotion toward brand or product
7271,Anyone know status of iPad 2s in Austin pop-up store? Sold out? Getting more? #ipad2 #sxsw,,I can't tell
7272,Anyone know the hours of the Apple pop-up store in Austin? #SxSW,,No emotion toward brand or product
7273,Anyone know the hours on the #sxsw Apple store? Kinda' hoping it's open 24 hours...,Apple,Positive emotion
7274,"Wonders how this #SXSW creeps up every year and I still manage to not know about it! Stop, please, I'll #google.",,No emotion toward brand or product
7275,Anyone Know what the hours are for the Apple store at #SXSW?,,No emotion toward brand or product
7276,Anyone know what the ipad situation is at the Apple popup store? What do they have in stock? #sxsw #sxswi,,No emotion toward brand or product
7277,Anyone know what the line is like at the popup Apple store? #SXSW #ipad2,Apple,Positive emotion
7278,Anyone know what the line's like now at the 6th &amp; congress temp Apple store? I hear they're open 'til midnight #iPad2 #sxsw #latenightgeeks,,No emotion toward brand or product
7279,Anyone know what time Apple popup store in Austin closes tonite? #SXSW #sxtxstate #iPad apple,,No emotion toward brand or product
7280,Anyone know what time the iPad/apple store opens on 6th and congress? #sxsw,,No emotion toward brand or product
7281,Anyone know where I can buy a waterproof ipad case/pouch in Austin? #sxsw,,No emotion toward brand or product
7282,Anyone know where I'll be able to find a video of Marissa Mayer's #SXSW presentation? #Google,Google,Positive emotion
7283,How to know you're a geek #16162: when you cross the road to take a picture of an Apple pop-up store #sxsw  {link},Apple,Positive emotion
7284,Google showcase peak view of new Google Maps (vector-based maps) at #sxsw #marissagoogle,,No emotion toward brand or product
7285,"Google showing off google places with hotpot allows u to post review of place, goes in search results, maps for friends to see, others #sxsw",,Positive emotion
7286,Google showing preview of next-gen Blogger interface at #SXSW  {link} #cnet,,No emotion toward brand or product
7287,Dennis Crowley @mention we'd love to work with google. They could benefit from working with us too. We're doing social well #checkins #sxsw,Google,Positive emotion
7288,"Dennis Crowley on competitors: I think we're starting to compete against the bigger guys, facebook, google #checkins  #sxsw",,No emotion toward brand or product
7289,"The Linkdown (non-#SXSW edition): iPad art show, RISE Austin, World Poopin' Day, social media events, more: {link}",,No emotion toward brand or product
7290,"Rolling down Congress past the Apple popup store for #SXSW (@mention Social Shuttle (Austin), from Social Media Club) [pic]: {link}",,No emotion toward brand or product
7291,Sitting down in the indie iPhone dev session. #Sxsw let's see what this is like...,,No emotion toward brand or product
7292,Sitting down to accessibility and disabilities and iPad. #sxsw,,No emotion toward brand or product
7293,You can download a free @mention sampler of some of the bands playing at #SXSW here: {link},,No emotion toward brand or product
7294,#SxSW - Downtown Austin Apple Store: Congress &amp; West 6th Street. (answered my own question the old fashion way... I googled it).,,No emotion toward brand or product
7295,Google knows everything!! Map of people traffic around the world #sxtxstate #sxsw {link},Google,Positive emotion
7296,Setting up a pop up shop @mention #SXSW was the smartest move for the iPad IMHO  | Developers Matter the Most for iPad 2 -  {link},iPad,Positive emotion
7297,The Pop-up Apple Store at #sxsw  got a shipment of iPad 2's. Go get em #iPad2,,No emotion toward brand or product
7298,"RIM and HP are going to lease stores next door, and put up ÛÏComing SoonÛ signs' {link} &lt;@mention on Apple at #SxSW",,No emotion toward brand or product
7299,The lineup at the #sxsw Apple pop up store.  {link},,No emotion toward brand or product
7300,SXSW Recap Day 4 It's Greaaat? Exploring Brand Mascots in the Digital Age - {link} #sxsw #HOTSHEET,,No emotion toward brand or product
7301,just a tip for @mention iphone users. turn down your screen brightness (way down) to conserve battery power. huge difference! #sxsw,,No emotion toward brand or product
7302,Setting up for the Google #gsdm  #sxsw party. It's going to be a-ma-zing. Check out events at sxsurrogates.com and come on out.,Google,Positive emotion
7303,Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,Other Google product or service,Negative emotion
7304,N3: A Slap in the Face {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #necro,,No emotion toward brand or product
7305,The #atzip iPhone app has been released in time for #sxsw. No waiting in line for Bar 96  Bands if you have the app.    {link},iPad or iPhone App,Positive emotion
7306,Setting up my iPad2 - very swift and upbeat service this morning at the #SXSW Apple pop-up store.,iPad,Positive emotion
7307,Juicing up my iPhone. Thanks chevy volt boothe! #sxsw,,No emotion toward brand or product
7308,Loading up my iPhone w/ apps in prep for #sxsw. I'm curious to see what rises to the top.,,Positive emotion
7309,This group next to me has 6 ppl @mention the table. Everyone is using thier phone/ipad instead of taking to each other. #SXSW,,No emotion toward brand or product
7310,First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,,Positive emotion
7311,"Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW - {link}",,No emotion toward brand or product
7312,"Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link}",,No emotion toward brand or product
7313,"Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link} via @mention",,No emotion toward brand or product
7314,N12: Sheep to the slaughter {link} [codes valid: 12:00-3:59:59p 03/12/11] #infektd #sxsw #necro,,No emotion toward brand or product
7315,#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!,,Positive emotion
7316,#Apple pop up store at #sxsw selling the new iPad. {link},,No emotion toward brand or product
7317,#Apple pop up store at #SXSW? {link} #tech,,No emotion toward brand or product
7318,#apple pop up store making an appearance for #austin and #sxsw. {link},,No emotion toward brand or product
7319,#apple pop-up store in #austin for #sxsw and #ipad2 launch! @mention thought you'd appreciate :-) {link} {link},,No emotion toward brand or product
7320,#Apple Pop-Up Store Selling #iPad2 At #SXSW {link} via @mention #Tech #Retail,,No emotion toward brand or product
7321,#GSDM &amp; #Google The Industry Party for #SXSW is on. And @mention is in the house.,,No emotion toward brand or product
7322,Geeks &amp; gadgets are today's superstars. People lined up for 3 hrs at the sxswpopup shop to buy ipad 2 &amp; girls begging 2 hug d crowley. #sxsw,,No emotion toward brand or product
7323,Sugar &amp; Gold play Fitzgerald's in Houston tonight on their way to #SXSW. Free Show! Bodyaches Remix EP now... {link},,No emotion toward brand or product
7324,"Droid &amp; Mac here :) RT @mention My #agnerd confession, using laptop, iPad &amp; blackberry to follow #SXSW from afar to see #agchat rock",,No emotion toward brand or product
7325,My #AT&amp;T iPhone user friends keep borrowing my #Verizon iPhone to chk their #sxsw schedules...their networks are ridiculously slow! :-),iPhone,Positive emotion
7326,#SXSW #tip10 Make sure to bring your iPhone charger with you. You can recharge while you are at a party. #cnnsxsw {link},,No emotion toward brand or product
7327,Google Impact to be available in &quot;the next months&quot;. Sign up at bavc.org/impact #swesxsw #SXSW #yam #bavcid,,No emotion toward brand or product
7328,Got the iPad 2 at Apple's pop-up store in downtown Austin! #SXSW {link},iPad,Positive emotion
7329,want an ipad 2? here is your chance: Apple opening up a temporary store for #SXSW {link}  via @mention,,No emotion toward brand or product
7330,So many iPad 2's at  #SxSW. I used to be cool.,,No emotion toward brand or product
7331,"Lots of iPad 2s here, but no Motorola XOOMs #sxsw #tabletwars",,No emotion toward brand or product
7332,Lost an iPad at the Sterling #SXSW keynote? Found one and just turned it into lost and found.,,No emotion toward brand or product
7333,Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link},iPad,Positive emotion
7334,Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention,Other Apple product or service,Positive emotion
7335,Put the iPad down idiot! #SMComedyFyeah #SxSW,iPad,Negative emotion
7336,Getting ipad envy on this flight to #sxsw,iPad,Positive emotion
7337,Serious iPad envy. Toting around one's Macbook Pro + cord will do that to a girl. #sxsw :(,iPad,Positive emotion
7338,Took an ipad from work for #SXSW - now i have to figure out what i'm gonna need on it while i'm there.,,No emotion toward brand or product
7339,"The new iPad is like fight club, you don't talk about fight club   #SXSW",,I can't tell
7340,Hmm the iPad only charged to 81% last night.  Am I worried about making it through a full day of #sxsw? No.,iPad,Positive emotion
7341,"Friday.
Ipad ordered.
Midway toured.
Shaping up to be a great day
Almost forgot I am not going to #SXSW ...
#toocoolforsxswanyway",iPad,Positive emotion
7342,Apple's iPad pop-up shop - {link} #sxsw,Apple,Positive emotion
7343,"iphone, ipad, mac Oh my! #agchat,#sxsw",,Positive emotion
7344,Have an iPad? Download the BroadFeed app for better content delivery: {link} #SXSW,iPad or iPhone App,Positive emotion
7345,Need an iPad? You can get one at the #Apple pop-up store at #SXSW! {link},,No emotion toward brand or product
7346,#sxsw #japan #sendai #prayforjapan #beforetwitter #iPad #tiesto #hotel #airplane #food,,No emotion toward brand or product
7347,I'm at a panel about flipboard - one of my fave iPad apps #SXSW,iPad or iPhone App,Positive emotion
7348,@mention panel hashtag for your mom has an iPad: #yourmom #sxsw #winning,,No emotion toward brand or product
7349,My first panel of #sxsw day2 Indie iPhone development #gaming #iphone,,No emotion toward brand or product
7350,"Saw a company today ready to launch, sounds a lot like Google Circles, but with actual personal privacy www.mycube.com #sxsw",Other Google product or service,No emotion toward brand or product
7351,Smart company. RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch bit.ly/g03MZB,Apple,Positive emotion
7352,Smart company...Apple to set to open pop-up shop in core of #SXSW action...  {link} #apple,Apple,Positive emotion
7353,Final preparations for launch underway. Join up tomorrow - 03/10 - we've got a special Android promotion starting then! #SXSW,Android,Positive emotion
7354,"No beach parties. But Apple, Apps and Analytics! #GeekSpringBreak #SXSW Style ;) ÛÏ@mention Time to start packing&quot;",Apple,Positive emotion
7355,Google's party at #SXSW is a huge antigov lobbying initiative invoking privacy #puregenius  {link},Other Google product or service,Positive emotion
7356,"Ain't no party like a Google party, cause a Google party got tacos n ice cream #SXSW",Google,Positive emotion
7357,@mention Party photobooth #sxsw #donthate {link} @mention,,No emotion toward brand or product
7358,"Vinh: Flipboard is a step forward for iPad mags, those that get it right will go down this path - not the Wired path #sxsw",Other Apple product or service,Positive emotion
7359,Kindda expected &quot;@mention apparently the line to get an iPad at the  #sxsw store grew by 2 blocks to 5 blocks in the past 30 mins. WUT.&quot;,,No emotion toward brand or product
7360,Google expected to release new uber social sharing at #sxsw : Circles. your thoughts? {link},Google,Positive emotion
7361,Just stopped at the pop up Apple store.....lame!z!  Come on Apple you can still cut the weight in half. #sxsw,Apple,Negative emotion
7362,"I have a pen and paper, an iPhone, &amp;  iPad at my immediate use for this session on media analytics. Now just need to not hit the #sxsw wall.",,No emotion toward brand or product
7363,Win an #OpenBeta6 iPad @mention this #sxsw panel {link}  today @mention 11! #usguys cc @mention  #DgtlTribe #sxswbuffalo,,No emotion toward brand or product
7364,Apple's opening a temporary store in downtown Austin to sell iPads during #sxsw {link} via @mention,,No emotion toward brand or product
7365,The good people at @mention are covering the iPad 2 launch live at the Apple pop-up store in Austin at #SXSW {link},,No emotion toward brand or product
7366,Over 300 people in line at Apple store in downtown Austin! #iPad2 #sxsw,,No emotion toward brand or product
7367,@mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW,iPad,Negative emotion
7368,Need to upgrade to the iPhone 4 asap. This taking pics without a flash blows on the 3GS. #EhTeam #SXSW,,No emotion toward brand or product
7369,{link} #iphone #kneejockey #ftw #sxsw,,No emotion toward brand or product
7370,"Verizon IPhone at #SXSW = 5 bars, baby.  Suck on that, AT&amp;T!",iPhone,Positive emotion
7371,Awesome iPhone cases for @mention here at #sxsw!,iPhone,Positive emotion
7372,Awesome iPhone charging lockers at the registrant's lounge  #sxsw {link},iPhone,Positive emotion
7373,Getting iPhone juiced by the #Sonos team at #sxsw next to Apple store in Austin gotta love it {link},iPhone,Positive emotion
7374,Wow. My iPhone just dropped off the side of the Iron Cactus balcony AND THE SCREEN DIDN'T SHATTER! Amazing. #SXSW #fb,iPhone,Positive emotion
7375,Another iPhone related dream: I invented an app that dispenses chili-cheese waffle fries.  #sxsw #allcomfortfooddiet,,No emotion toward brand or product
7376,Verizon iPhones Fell Back an Hour Instead of Springing Ahead {link} #sxsw #tech,,No emotion toward brand or product
7377,#SXSW + #PHOTOGRAPHY + #ANDROID = many live photos.  Watch this live feed here:  {link},,No emotion toward brand or product
7378,#SXSW + #PHOTOGRAPHY + #iPhone = many live photos &amp; vids.  Watch this live feed here:  {link},,No emotion toward brand or product
7379,Lightbox Photos Wants To Be Your New #Android Camera App ( #SXSW) {link},,No emotion toward brand or product
7380,Lightbox Photos Wants To Be Your New Android Camera App (SXSW) [TechCrunch] {link} #Sxsw #Android,,No emotion toward brand or product
7381,Lightbox Photos Wants To Be Your New Android Camera App (SXSW) {link} #Android #iPhone #NewAndroid #SXSW,,No emotion toward brand or product
7382,Lightbox Photos Wants To Be Your New Android Camera App {link} #SXSW,Android App,Positive emotion
7383,@mention Picked up mophie juice boost pack for iPhone. This chick -and wknd- calls for ample juice #SXSW // 'hight-tech energy drink',,I can't tell
7384,"Line of ppl around the block. #sxsw party? No, Apple store! Insane!  {link}",,No emotion toward brand or product
7385,It was a plane full of Gogglers! And it was Google marketer who told a friend he liked community reading newspapers brings!  #sxsw,Google,Positive emotion
7386,"Woman on plane next to me has a Nook, Blackberry Curve, Android and iPad in her purse. #sxsw!",,No emotion toward brand or product
7387,#SXSW: Apple doing 'i' business at key music event {link} (via @mention,,No emotion toward brand or product
7388,Random Apple Fan just bought lunch for everyone in line at #SXSW Popup Apple Store #ipad2,,No emotion toward brand or product
7389,Random Apple Fan just bought lunch for everyone in line at #SXSW Popup Apple Store #ipad2 #randomactofkindness  {link},,No emotion toward brand or product
7390,I hope Apple had enough foresight to overstock the Austin stores with iPad 2's tomorrow #SXSW,,No emotion toward brand or product
7391,"#tech #Apple heads to #SXSW, sets up temporary store in Austin {link} #technology",,No emotion toward brand or product
7392,"#tech #Apple heads to #SXSW, sets up temporary store in Austin: Apple is going to be at SXSW this year,... {link} #technology",,No emotion toward brand or product
7393,"while #apple is preparing to release #ipad2 in #japan nuclear power plant heats up 1,000 ties as usual - #sxsw heats up for first party nite",,No emotion toward brand or product
7394,"Damn!  Apple knows how to do it like no other:  Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #SXSW",Apple,Positive emotion
7395,#tech #Apple Opening Pop-Up Store In Austin For #SXSW {link} #technology,,No emotion toward brand or product
7396,#tech #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple] {link} #technology,,No emotion toward brand or product
7397,"#tech #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple]: Our #Brian_Lam, and the thousands... {link} #technology",,No emotion toward brand or product
7398,#tech #Apple Opening Pop-Up Store In Austin For #SXSW: Apple is setting up a pop-up store at West Sixth... {link} #technology,,No emotion toward brand or product
7399,Smart. Apple opening pop-up in Austin for #SXSW {link}  Hope they stock up on extra battery chargers.  thx @mention,Apple,Positive emotion
7400,smart! Apple opens a pop-up store in Austin so people in for #SXSW can get new iPads. bit.ly/i41H53 (via @mention @mention,Apple,Positive emotion
7401,"About #Apple pop up store in #Austin for #sxsw.  When you can get peeps to line up at a store before it is finished, you have Brand Power.",Apple,Positive emotion
7402,At the Apple pop up store on congress. iPad 2s everywhere. #sxsw #mosaicxm,,No emotion toward brand or product
7403,#SXSW -Apple Pop-Up Store being set up right now on 6th St.  My fellow truck driver is delivering the furniture NOW.,,No emotion toward brand or product
7404,At the Apple Pop-Up Store in Austin #iPad2 #SXSW,,No emotion toward brand or product
7405,Ooooo #Apple rumored to be opening a temporary store at #SXSW {link},Apple,Positive emotion
7406,"#tech #Apple saves #SXSW, set to open pop-up store {link} #technology",,No emotion toward brand or product
7407,"#tech #Apple saves #SXSW, set to open pop-up store: Despite having two other Austin, Texas, locations,... {link} #technology",Apple,Positive emotion
7408,"Smart! Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potential traffic {link} $AAPL",Apple,Positive emotion
7409,#SXSW #apple store just sold their last #ipad,,No emotion toward brand or product
7410,At the Apple Store downtown. Apple should really keep this store open permanently. Convience and location. #sxsw,Apple,Positive emotion
7411,"At the Apple store that they literally built in just for the #SXSW conference!  @mention Apple Store, SXSW {link} #photo",Apple,Positive emotion
7412,At the apple store with @mention he's buying an iPad...I guess this is what geeks do when they're drunk hahaha #sxsw,,Positive emotion
7413,Pop up apple store in Austin @mention the #sxsw - LIVE at {link},,No emotion toward brand or product
7414,Pop-up Apple Store crew has been giving out water to the people wearing street clothes. No Apple logos until just a few minutes ago.  #SXSW,,No emotion toward brand or product
7415,"Pop-up Apple Store for #SXSW. (@mention Apple Store, SXSW w/ 86 others) [pic]: {link}",,No emotion toward brand or product
7416,Pop-up Apple store in Austin for 2 weeks during #sxsw - during time iPad2 ships. Great timing! {link},Apple,Positive emotion
7417,Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,Apple,Negative emotion
7418,Pop-up Apple store still has a line around the block #sxsw,Apple,Positive emotion
7419,Pop-up Apple Store to sell ipad2 at #SxSW. The line is insane!  {link},,No emotion toward brand or product
7420,"So the Apple store is a huge success already! Methinks the Live Music Capitol could use one fulltime, eh? #nudgenudge #appleATXdt #SXSW",Apple,Positive emotion
7421,"Pop-up Apple store, lengthy line presumably for iPad 2. #sxsw  {link}",,No emotion toward brand or product
7422,Rumor: Apple to set up temporary Store for ipad2 release near sxsw convention center in downtown Austin {link} #sxsw #ipad2,,No emotion toward brand or product
